Server_0C	Server_0	Server_03	Server_0F	Server_00	
3.256	3.368	3.132	3.234	3.198	
3.256	3.205	3.132	3.234	3.198	
3.256	3.368	3.132	3.234	3.198	
3.256	3.205	3.132	3.234	3.198	
3.256	3.368	3.132	3.234	3.198	
3.256	3.205	3.132	3.234	3.198	
3.256	3.368	3.132	3.234	3.198	
3.256	3.205	3.132	3.234	3.198	
3.256	3.368	3.132	3.234	3.198	
3.256	3.205	3.132	3.234	3.198	
3.256	3.368	3.132	3.234	3.198	
3.256	3.205	3.132	3.234	3.198	
