Server_06	Server_0	Server_02
3.78	4.00	3.22
2.56	3.77	3.22
2.56	4.14	3.22
2.56	4.32	3.22
2.56	4.42	3.22
2.56	4.46	3.22
2.56	4.49	3.22
2.56	4.50	3.22
2.56	4.50	3.22
2.56	4.51	3.22
2.56	4.26	3.22
2.85	4.28	3.22
2.85	4.15	3.22
2.85	4.09	3.22
2.85	4.05	3.22
2.85	4.04	3.22
2.85	4.03	3.22
2.85	4.27	3.22
2.85	4.15	3.22
2.85	4.08	3.22
2.85	3.81	3.22
3.21	3.33	3.22
3.21	3.18	3.22
3.21	3.36	3.22
3.21	3.69	3.22
3.21	4.10	3.22
3.21	4.31	3.22
3.21	4.41	3.22
3.21	4.46	3.22
3.21	4.48	3.22
3.21	4.50	3.22
2.04	4.30	3.22
2.04	4.41	3.22
2.04	4.46	3.22
2.04	4.48	3.22
2.04	4.50	3.22
2.04	4.50	3.22
2.04	4.51	3.22
2.04	4.51	3.22
2.04	4.51	3.22
2.04	4.27	3.22
2.76	4.34	4.01
2.76	4.18	4.01
2.76	4.10	4.01
2.76	4.31	4.01
2.76	4.16	4.01
2.76	4.09	4.01
2.76	4.30	4.01
2.76	4.16	4.01
2.76	4.09	4.01
2.76	4.30	4.01
2.72	4.13	4.01
2.72	4.07	4.01
2.72	4.05	4.01
2.72	4.03	4.01
2.72	4.27	4.01
2.72	4.15	4.01
2.72	4.08	4.01
2.72	4.05	4.01
2.72	4.04	4.01
2.72	4.03	4.01
2.72	4.07	4.01
2.72	4.04	4.01
2.72	4.03	4.01
2.72	4.27	4.01
2.72	4.15	4.01
2.72	4.08	4.01
2.72	4.30	4.01
2.72	3.91	4.01
2.72	3.97	4.01
2.72	3.75	4.01
2.72	3.53	4.01
2.72	3.53	4.01
2.72	3.78	4.01
2.72	3.65	4.01
2.72	3.84	4.01
2.72	4.17	4.01
2.72	4.10	4.01
2.72	3.81	4.01
2.72	3.92	4.01
2.72	3.97	4.01
2.72	4.17	4.01
2.72	4.10	4.01
2.72	3.81	4.01
2.72	3.81	3.77
2.72	3.81	3.90
2.72	3.81	3.71
2.72	3.81	3.87
2.72	3.81	3.70
2.72	3.67	3.70
2.72	3.60	3.70
2.72	3.94	3.48
2.72	3.94	3.75
2.72	3.73	3.75
2.72	3.39	3.75
2.72	3.39	3.64
2.72	3.39	3.83
2.72	3.39	3.68
2.72	3.39	3.85
2.72	3.39	3.94
2.72	3.39	3.73
2.69	3.56	3.39
2.69	3.56	3.71
2.69	3.56	3.62
2.69	3.56	3.82
2.69	3.56	3.68
2.69	3.56	3.60
2.69	3.56	3.57
2.69	3.56	3.79
2.69	3.56	3.42
2.69	3.56	3.47
2.69	3.57	3.85
2.69	3.57	3.69
2.69	3.57	3.61
2.69	3.57	3.57
2.69	3.31	3.57
2.69	3.17	3.57
2.69	3.11	3.57
2.69	3.32	3.57
2.69	3.67	3.57
