Server_06	Server_0	Server_05
3.78	4.00	3.14
3.05	3.60	3.91
3.05	3.60	2.98
3.05	3.32	2.98
3.05	3.18	2.98
3.05	2.87	2.98
3.05	2.95	2.98
3.05	3.00	2.98
3.05	3.02	2.98
3.05	3.03	2.98
2.80	3.03	2.98
3.26	3.55	3.69
3.40	3.55	3.69
3.46	3.55	3.69
3.50	3.55	3.69
3.76	3.55	3.69
3.65	3.55	3.69
3.34	3.55	3.69
3.34	3.55	3.37
3.34	3.29	3.37
3.34	3.29	3.20
3.23	3.45	3.56
3.63	3.45	3.56
3.58	3.45	3.56
3.31	3.45	3.56
3.67	3.45	3.56
3.35	3.45	3.56
3.35	3.45	3.30
3.35	3.24	3.30
3.20	3.24	3.30
3.36	3.24	3.30
3.16	3.34	3.56
3.59	3.34	3.56
3.81	3.34	3.56
3.42	3.34	3.56
3.48	3.34	3.56
3.50	3.34	3.56
3.50	3.34	3.30
3.27	3.34	3.30
3.40	3.34	3.30
3.22	3.34	3.30
3.35	3.27	3.56
3.44	3.27	3.56
3.44	3.27	3.30
3.00	3.27	3.30
3.26	3.27	3.30
3.40	3.27	3.30
3.22	3.27	3.30
3.22	3.27	3.17
3.22	2.91	3.17
3.22	3.22	3.17
3.22	3.38	3.17
3.02	3.31	3.46
3.02	3.31	3.25
3.02	3.17	3.25
3.02	3.17	3.15
3.02	3.17	3.09
3.02	3.17	3.07
3.02	3.17	3.05
3.02	3.17	3.05
3.02	3.17	3.29
3.02	3.17	3.17
3.35	3.06	3.23
3.19	3.06	3.23
3.12	3.06	3.23
3.32	3.06	3.23
3.18	3.06	3.23
3.11	3.06	3.23
3.08	3.06	3.23
3.06	3.06	3.23
3.30	3.06	3.23
3.22	3.15	3.29
3.22	3.15	3.16
3.22	3.15	3.35
3.22	3.15	3.19
3.22	3.15	3.12
3.22	3.15	3.08
3.22	3.15	3.06
3.22	3.15	3.30
3.22	3.15	3.17
3.22	3.15	3.11
3.22	3.15	3.07
3.15	3.19	3.10
3.15	3.19	3.32
3.15	3.19	3.18
3.15	3.19	3.11
3.15	3.19	3.08
3.15	3.19	3.06
3.15	3.19	3.05
3.15	3.19	3.05
3.15	3.19	3.04
3.15	3.19	3.04
3.47	3.16	3.07
3.26	3.16	3.07
3.15	3.16	3.07
3.10	3.16	3.07
3.07	3.16	3.07
3.30	3.16	3.07
3.17	3.16	3.07
3.11	3.16	3.07
3.07	3.16	3.07
3.03	3.16	3.08
3.04	3.16	3.08
3.28	3.16	3.08
3.16	3.16	3.08
3.35	3.16	3.08
3.19	3.16	3.08
3.36	3.16	3.08
3.20	3.16	3.08
3.37	3.16	3.08
3.69	3.16	3.08
3.51	3.21	3.08
3.77	3.21	3.08
3.65	3.21	3.08
3.59	3.21	3.08
3.81	3.21	3.08
3.67	3.21	3.08
3.84	3.21	3.08
3.69	3.21	3.08
3.85	3.21	3.08
