Server_00	Server_0	Server_04
3.78	4.00	3.51
3.20	3.77	3.51
3.20	3.65	3.51
3.20	3.59	3.51
3.20	3.56	3.51
3.20	3.79	3.51
3.20	3.66	3.51
3.20	3.60	3.51
3.20	3.56	3.51
3.20	3.55	3.51
3.20	3.54	3.51
3.20	3.54	3.51
4.00	3.61	3.51
4.00	3.82	3.51
4.00	3.92	3.51
3.77	3.92	3.51
3.77	3.73	3.51
3.77	3.87	3.51
3.77	3.70	3.51
3.77	3.86	3.51
3.77	3.70	3.51
3.77	3.61	3.51
3.41	3.81	3.91
3.41	3.81	3.72
3.41	3.67	3.72
3.41	3.85	3.72
3.41	3.69	3.72
3.41	3.61	3.72
3.41	3.82	3.72
3.41	3.67	3.72
3.41	3.60	3.72
3.41	3.57	3.72
3.32	3.82	3.85
3.32	3.68	3.85
3.32	3.60	3.85
3.32	3.60	3.69
3.32	3.60	3.61
3.32	3.60	3.57
3.32	3.60	3.55
3.32	3.60	3.54
3.32	3.60	3.54
3.32	3.60	3.53
3.43	3.56	3.53
3.43	3.56	3.53
3.43	3.56	3.53
3.43	3.56	3.53
3.43	3.56	3.53
3.43	3.56	3.78
3.43	3.56	3.65
3.43	3.56	3.59
3.43	3.56	3.56
3.43	3.56	3.55
3.36	3.54	3.55
3.36	3.54	3.54
3.36	3.54	3.54
3.36	3.54	3.53
3.36	3.54	3.53
3.36	3.54	3.78
3.36	3.54	3.65
3.36	3.54	3.59
3.36	3.54	3.56
3.36	3.54	3.55
3.33	3.58	3.78
3.33	3.58	3.66
3.33	3.58	3.59
3.33	3.58	3.81
3.33	3.58	3.67
3.33	3.58	3.85
3.33	3.58	3.69
3.33	3.58	3.85
3.33	3.58	3.69
3.33	3.58	3.86
3.45	3.64	3.53
3.45	3.64	3.78
3.45	3.64	3.65
3.45	3.64	3.59
3.45	3.64	3.81
3.45	3.64	3.67
3.45	3.64	3.85
3.45	3.64	3.69
3.45	3.64	3.61
3.45	3.64	3.82
3.50	3.54	3.35
3.50	3.29	3.35
3.50	3.66	3.35
3.50	3.59	3.35
3.50	3.56	3.35
3.50	3.55	3.35
3.50	3.54	3.35
3.50	3.54	3.35
3.50	3.53	3.35
3.50	3.53	3.35
3.52	3.50	3.49
3.52	3.52	3.49
3.52	3.52	3.49
3.52	3.53	3.49
3.52	3.53	3.49
3.52	3.53	3.49
3.52	3.53	3.49
3.52	3.53	3.49
3.52	3.78	3.49
3.52	3.65	3.49
3.48	3.61	3.68
3.48	3.82	3.68
3.48	4.16	3.68
3.48	4.09	3.68
3.48	4.30	3.68
3.48	4.16	3.68
3.48	4.34	3.68
3.48	4.18	3.68
3.48	4.34	3.68
3.48	4.18	3.68
3.68	4.30	3.68
3.68	4.41	3.68
3.68	4.21	3.68
3.68	4.36	3.68
3.68	4.44	3.68
3.68	4.47	3.68
3.68	4.25	3.68
3.68	4.38	3.68
