Server_03	Server_0	Server_01
3.78	4.00	3.04
3.03	3.14	3.66
3.03	3.14	2.86
3.03	3.14	2.95
3.03	3.14	3.00
3.03	2.85	3.00
2.54	2.85	3.00
3.04	2.85	3.00
3.28	2.85	3.00
3.41	2.85	3.00
3.23	2.85	3.00
3.16	3.47	3.37
3.16	3.26	3.37
3.16	3.26	2.96
3.16	2.90	2.96
2.86	2.90	2.96
3.19	2.90	2.96
3.36	2.90	2.96
2.96	2.90	2.96
3.00	2.90	2.96
3.27	2.90	2.96
3.04	3.01	3.13
3.04	3.01	3.13
3.04	3.01	3.13
3.04	3.01	3.13
3.04	3.01	3.13
3.04	3.01	2.84
2.80	3.01	2.84
2.92	3.01	2.84
2.98	3.01	2.84
3.01	3.01	2.84
2.95	2.74	3.01
2.95	3.14	3.01
2.95	3.09	3.01
2.95	3.07	3.01
2.95	3.05	3.01
2.95	2.80	3.01
2.95	2.92	3.01
2.95	2.92	2.78
2.95	2.92	2.91
2.95	2.92	2.98
3.10	2.99	3.03
3.10	2.99	3.28
3.10	2.99	3.16
3.10	2.99	2.86
3.10	2.99	2.95
2.83	2.99	2.95
3.18	2.99	2.95
2.87	2.99	2.95
2.95	2.99	2.95
3.24	2.99	2.95
3.14	2.93	3.01
2.85	2.93	3.01
3.19	2.93	3.01
2.87	2.93	3.01
2.87	2.93	2.78
2.87	2.93	2.91
2.87	2.93	3.22
2.87	2.93	2.89
2.87	2.93	2.96
2.87	2.93	2.76
3.18	2.66	2.79
3.18	2.85	2.79
2.86	2.85	2.79
2.95	2.85	2.79
3.24	2.85	2.79
2.90	2.85	2.79
2.73	2.85	2.79
3.13	2.85	2.79
3.09	2.85	2.79
2.82	2.85	2.79
3.15	2.78	2.80
2.85	2.78	2.80
2.70	2.78	2.80
3.12	2.78	2.80
3.08	2.78	2.80
3.06	2.78	2.80
2.81	2.78	2.80
2.68	2.78	2.80
3.11	2.78	2.80
2.83	2.78	2.80
2.87	2.97	2.73
3.20	2.97	2.73
2.88	2.97	2.73
2.88	2.76	2.73
2.88	2.90	2.73
2.88	2.73	2.73
2.88	2.88	2.73
2.88	2.72	2.73
2.88	2.88	2.73
2.88	2.96	2.73
2.94	2.70	2.76
2.75	2.70	2.76
2.89	2.70	2.76
2.72	2.70	2.76
2.88	2.70	2.76
3.21	2.70	2.76
2.88	2.70	2.76
3.21	2.70	2.76
2.88	2.70	2.76
2.72	2.70	2.76
2.87	2.66	2.69
2.71	2.66	2.69
2.88	2.66	2.69
3.20	2.66	2.69
3.12	2.66	2.69
3.08	2.66	2.69
3.31	2.66	2.69
3.17	2.66	2.69
3.35	2.66	2.69
3.44	2.66	2.69
3.08	2.72	2.86
3.31	2.72	2.86
3.66	2.72	2.86
3.84	2.72	2.86
3.69	2.72	2.86
3.85	2.72	2.86
4.18	2.72	2.86
3.86	2.72	2.86
3.69	2.72	2.86
