Server_01	Server_0	Server_05
3.78	4.00	3.96
4.10	4.00	3.96
3.08	4.00	3.96
3.80	4.00	3.96
4.15	4.00	3.96
4.33	4.00	3.96
4.18	4.00	3.96
4.10	4.00	3.96
4.06	4.00	3.96
4.04	4.00	3.96
3.21	4.00	3.96
1.87	4.02	3.96
1.87	3.04	3.96
1.87	3.04	3.75
1.87	3.04	3.64
1.87	3.04	3.59
1.87	3.04	3.56
1.87	3.04	3.55
1.87	3.04	3.54
1.87	3.04	3.53
1.87	3.04	3.53
2.56	3.64	3.72
2.56	3.64	3.63
2.56	3.64	3.58
2.56	3.64	3.56
2.56	3.64	3.54
2.56	3.64	3.54
2.56	3.64	3.53
2.56	3.64	3.53
2.56	3.64	3.53
2.56	3.64	3.78
2.52	3.80	3.73
2.52	3.80	3.63
2.52	3.80	3.83
2.52	3.80	3.68
2.52	3.80	3.85
2.52	3.80	3.69
2.52	3.80	3.86
2.52	3.80	3.69
2.52	3.66	3.69
2.52	3.60	3.69
2.52	3.81	3.79
2.52	3.67	3.79
2.52	3.67	3.66
2.52	3.67	3.60
2.52	3.67	3.56
2.52	3.67	3.79
2.52	3.67	3.66
2.52	3.67	3.60
2.52	3.67	3.56
2.52	3.67	3.55
2.48	3.76	3.63
2.48	3.65	3.63
2.48	3.59	3.63
2.48	3.56	3.63
2.48	3.55	3.63
2.48	3.54	3.63
2.48	3.54	3.63
2.48	3.53	3.63
2.48	3.78	3.63
2.48	3.65	3.63
2.49	3.53	3.66
2.49	3.53	3.66
2.49	3.53	3.66
2.49	3.53	3.35
2.49	3.53	3.69
2.49	3.53	3.85
2.49	3.53	3.69
2.49	3.53	3.61
2.49	3.53	3.57
2.49	3.53	3.55
2.49	3.54	3.58
2.49	3.54	3.56
2.49	3.54	3.54
2.49	3.54	3.54
2.49	3.54	3.78
2.49	3.54	3.66
2.49	3.54	3.84
2.49	3.54	3.93
2.49	3.54	3.98
2.49	3.54	4.00
2.49	3.59	4.14
2.49	3.59	4.08
2.49	3.59	4.05
2.49	3.59	4.04
2.49	3.59	4.03
2.49	3.59	4.27
2.49	3.59	4.15
2.49	3.59	4.33
2.49	3.59	4.17
2.49	3.59	4.10
2.52	3.99	4.19
2.52	3.99	4.35
2.52	3.99	4.18
2.52	3.99	4.10
2.52	3.99	4.31
2.52	3.99	3.92
2.52	3.99	3.97
2.52	3.99	4.00
2.52	3.99	4.01
2.52	3.99	4.01
2.55	4.04	4.00
2.55	4.04	4.25
2.55	4.04	4.14
2.55	4.04	4.08
2.55	4.04	4.05
2.55	4.04	4.04
2.55	4.04	4.27
2.55	4.04	4.15
2.55	4.04	4.08
2.55	4.04	4.05
2.55	4.04	4.07
2.55	4.04	4.05
2.55	4.04	4.28
2.55	4.04	4.15
2.55	4.04	4.09
2.55	4.04	4.30
2.55	4.04	4.16
2.55	4.04	4.09
2.55	4.04	4.06
