Server_01	Server_0	Server_03
3.78	4.00	3.81
2.51	2.74	3.65
2.51	3.38	3.65
2.51	3.70	3.65
2.51	3.86	3.65
2.51	3.94	3.65
2.51	3.98	3.65
2.51	4.00	3.65
2.51	4.01	3.65
2.51	4.02	3.65
2.51	4.02	3.65
2.54	4.01	3.65
2.54	4.02	3.65
2.54	4.02	3.65
2.54	4.02	3.65
2.54	4.02	3.65
2.54	4.02	3.65
2.54	4.02	3.65
2.54	4.02	3.65
2.54	4.02	3.65
2.54	4.02	3.65
2.55	4.03	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.03	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.02	3.65
2.55	4.27	3.65
2.55	4.14	3.65
2.55	4.08	3.65
2.55	4.02	3.65
2.55	4.27	3.65
2.55	4.14	3.65
2.55	4.33	3.65
2.55	4.17	3.65
2.55	4.10	3.65
2.55	4.30	3.65
2.55	4.16	3.65
2.55	4.34	3.65
2.55	4.18	3.65
2.55	4.40	3.65
2.55	4.21	3.65
2.55	4.36	3.65
2.55	4.19	3.65
2.55	4.35	3.65
2.55	4.19	3.65
2.55	4.35	3.65
2.55	4.18	3.65
2.55	4.35	3.65
2.55	4.18	3.65
2.55	4.34	3.65
2.55	4.42	3.65
2.55	4.22	3.65
2.55	4.37	3.65
2.55	4.19	3.65
2.55	4.11	3.65
2.55	4.31	3.65
2.55	4.17	3.65
2.55	4.34	3.65
2.55	4.18	3.65
2.55	4.36	3.65
2.55	4.19	3.65
2.55	4.35	3.65
2.55	4.43	3.65
2.55	4.23	3.65
2.55	4.37	3.65
2.55	4.19	3.65
2.55	4.35	3.65
2.55	4.19	3.65
2.55	4.35	3.65
2.55	4.43	3.65
2.55	4.22	3.65
2.55	4.37	3.65
2.55	4.19	3.65
2.55	4.35	3.65
2.55	4.43	3.65
2.55	4.23	3.65
2.55	4.37	3.65
2.55	4.44	3.65
2.55	4.23	3.65
2.55	4.41	3.65
2.55	4.46	3.65
2.55	4.49	3.65
2.55	4.25	3.65
2.55	4.38	3.65
2.55	4.45	3.65
2.55	4.48	3.65
2.55	4.49	3.65
2.55	4.26	3.65
2.55	4.38	3.65
2.55	4.50	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
2.55	4.51	3.65
